Datum,Wettkampf,Gerät,Mannschaft,Turner,D-Note,Endwert,Score
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Bratan, Lazar","2,6","11,15",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,TSG Backnang,"Dörksen, Luca","3,0","11,80",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Huber, Leo","3,0","11,35",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,TSG Backnang,"Kuhn, Björn","2,7","11,95",3
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Kramer, Julius","2,4","11,30",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,TSG Backnang,"Sirosh, Nikita","3,4","11,05",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Barren,Grötzingen-Karlsruhe,"Bertsch, Julian","2,5","10,70",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,TSG Backnang,"Kuhn, Björn","2,6","11,40",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Bratan, Lazar","3,1","10,90",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,TSG Backnang,"Wullert, Bastian","2,5","11,40",1
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Weiss, Sverre","2,9","11,25",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,TSG Backnang,"Ellinger, Florian","2,5","10,15",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Roth, Tobias","2,5","10,65",2
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,TSG Backnang,"Cocks, Jonathan","2,5","10,35",0
23.09.2023,TSG Backnang - Grötzingen-Karlsruhe,Reck,Grötzingen-Karlsruhe,"Kramer, Julius","2,4","10,55",1
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,TSG Backnang,"Böckheler, Urs","3,6","11,60",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,KTV Hohenlohe,"Albrecht, Jonas","3,8","11,65",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,TSG Backnang,"Kuhn, Björn","3,5","10,55",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,KTV Hohenlohe,"Philippiak, Ron","3,5","11,30",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,TSG Backnang,"Cocks, Jonathan","3,8","11,80",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,KTV Hohenlohe,"Bickel, David","5,4","13,60",4
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,TSG Backnang,"Sirosh, Nikita","4,3","12,00",1
21.10.2023,TSG Backnang - KTV Hohenlohe,Boden,KTV Hohenlohe,"Schmidt, Micha Joel","3,6","11,85",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,TSG Backnang,"Wullert, Bastian","2,8","10,75",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Bortt, Silas","2,6","10,15",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,TSG Backnang,"Al-Dulaimi, Yasir","3,2","9,35",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Albrecht, Jonas","2,6","9,95",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,TSG Backnang,"Ellinger, Florian","2,4","6,40",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Pfleger, Julian","2,6","9,35",5
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,TSG Backnang,"Kuhn, Björn","2,7","10,45",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Vetter, Gino","3,9","11,85",4
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,TSG Backnang,"Wullert, Bastian","2,9","10,30",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Bortt, Silas","3,0","10,20",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,TSG Backnang,"Ellinger, Florian","3,4","10,50",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Philippiak, Ron","2,6","10,70",1
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,TSG Backnang,"Bauer, Timo","2,6","10,10",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Vetter, Gino","3,6","12,30",5
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,TSG Backnang,"Kuhn, Björn","3,2","10,55",1
21.10.2023,TSG Backnang - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Bogdahn, Michael","2,6","10,35",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,TSG Backnang,"Kuhn, Björn","3,2","11,60",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Bortt, Jan-Moritz","3,2","11,80",1
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,TSG Backnang,"Tasol, Tim","4,0","12,70",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Albrecht, Jonas","4,0","12,80",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,TSG Backnang,"Fischer, Tom","3,2","11,85",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Schmidt, Micha Joel","3,2","12,05",1
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,TSG Backnang,"Cocks, Jonathan","3,2","11,70",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Bickel, David","4,0","12,70",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,TSG Backnang,"Ellinger, Florian","2,5","11,45",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,KTV Hohenlohe,"Philippiak, Ron","2,9","11,55",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,TSG Backnang,"Tasol, Tim","2,5","11,60",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bortt, Silas","2,5","11,55",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,TSG Backnang,"Al-Dulaimi, Yasir","4,2","12,15",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bogdahn, Michael","2,5","11,30",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,TSG Backnang,"Kuhn, Björn","2,7","11,80",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bickel, David","4,5","12,55",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,TSG Backnang,"Kuhn, Björn","2,6","11,00",2
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,KTV Hohenlohe,"Schmidt, Micha Joel","2,6","10,65",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,TSG Backnang,"Wullert, Bastian","2,5","10,95",3
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,KTV Hohenlohe,"Philippiak, Ron","3,1","10,10",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,TSG Backnang,"Ellinger, Florian","2,5","10,55",0
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,KTV Hohenlohe,"Bortt, Silas","2,5","10,90",2
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,TSG Backnang,"Al-Dulaimi, Yasir","3,7","11,95",4
21.10.2023,TSG Backnang - KTV Hohenlohe,Reck,KTV Hohenlohe,"Vetter, Gino","3,3","10,25",0
07.10.2023,TSG Backnang - TG Allgäu,Boden,TSG Backnang,"Böckheler, Urs","3,6","11,30",0
07.10.2023,TSG Backnang - TG Allgäu,Boden,TG Allgäu,"Krapp, Kilian","4,4","11,95",3
07.10.2023,TSG Backnang - TG Allgäu,Boden,TSG Backnang,"Cocks, Jonathan","3,8","10,80",0
07.10.2023,TSG Backnang - TG Allgäu,Boden,TG Allgäu,"Urbin, Michael","3,9","11,70",3
07.10.2023,TSG Backnang - TG Allgäu,Boden,TSG Backnang,"Kuhn, Björn","3,4","11,05",0
07.10.2023,TSG Backnang - TG Allgäu,Boden,TG Allgäu,"Viehmann, Bastian","3,9","11,55",2
07.10.2023,TSG Backnang - TG Allgäu,Boden,TSG Backnang,"Sirosh, Nikita","4,4","11,75",0
07.10.2023,TSG Backnang - TG Allgäu,Boden,TG Allgäu,"Zurlini, Umberto","5,8","12,40",3
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TSG Backnang,"Wullert, Bastian","3,3","10,00",0
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TG Allgäu,"Eisenring, Linus","4,0","12,40",5
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TSG Backnang,"Kuhn, Björn","2,7","10,45",0
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TG Allgäu,"Gottwald, Julian","2,8","10,45",0
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TSG Backnang,"Ellinger, Florian","2,7","7,05",0
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TG Allgäu,"Krapp, Kilian","2,7","9,50",5
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TSG Backnang,"Cocks, Jonathan","2,6","9,25",0
07.10.2023,TSG Backnang - TG Allgäu,Pferd,TG Allgäu,"Zurlini, Umberto","5,3","12,50",5
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TSG Backnang,"Bauer, Timo","2,6","9,50",0
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TG Allgäu,"Eisenring, Linus","3,5","11,80",5
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TSG Backnang,"Sirosh, Nikita","3,3","9,55",0
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TG Allgäu,"Viehmann, Bastian","3,2","10,25",3
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TSG Backnang,"Ellinger, Florian","3,2","10,80",1
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TG Allgäu,"Eberle, Maximilian","3,3","10,65",0
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TSG Backnang,"Wullert, Bastian","2,9","10,70",0
07.10.2023,TSG Backnang - TG Allgäu,Ringe,TG Allgäu,"Zurlini, Umberto","4,3","13,10",5
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TSG Backnang,"Blessing, Max","3,2","11,60",0
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TG Allgäu,"Urbin, Michael","4,0","12,15",3
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TSG Backnang,"Kuhn, Björn","3,2","11,90",0
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TG Allgäu,"Eisenring, Linus","4,0","12,30",2
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TSG Backnang,"Cocks, Jonathan","1,6","10,90",0
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TG Allgäu,"Zurlini, Umberto","5,2","12,90",4
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TSG Backnang,"Böckheler, Urs","3,2","12,45",0
07.10.2023,TSG Backnang - TG Allgäu,Sprung,TG Allgäu,"Krapp, Kilian","4,4","13,20",3
07.10.2023,TSG Backnang - TG Allgäu,Barren,TSG Backnang,"Dörksen, Luca","3,0","11,80",0
07.10.2023,TSG Backnang - TG Allgäu,Barren,TG Allgäu,"Urbin, Michael","3,3","11,90",0
07.10.2023,TSG Backnang - TG Allgäu,Barren,TSG Backnang,"Kuhn, Björn","2,7","11,70",0
07.10.2023,TSG Backnang - TG Allgäu,Barren,TG Allgäu,"Krapp, Kilian","3,2","11,95",1
07.10.2023,TSG Backnang - TG Allgäu,Barren,TSG Backnang,"Ellinger, Florian","2,5","11,50",0
07.10.2023,TSG Backnang - TG Allgäu,Barren,TG Allgäu,"Zurlini, Umberto","4,2","11,90",2
07.10.2023,TSG Backnang - TG Allgäu,Barren,TSG Backnang,"Blessing, Max","3,0","11,15",2
07.10.2023,TSG Backnang - TG Allgäu,Barren,TG Allgäu,"Haydn, Stefan","3,4","10,65",0
07.10.2023,TSG Backnang - TG Allgäu,Reck,TSG Backnang,"Kuhn, Björn","2,6","11,10",0
07.10.2023,TSG Backnang - TG Allgäu,Reck,TG Allgäu,"Urbin, Michael","3,5","11,90",3
07.10.2023,TSG Backnang - TG Allgäu,Reck,TSG Backnang,"Wullert, Bastian","2,5","11,15",0
07.10.2023,TSG Backnang - TG Allgäu,Reck,TG Allgäu,"Zurlini, Umberto","4,3","12,15",3
07.10.2023,TSG Backnang - TG Allgäu,Reck,TSG Backnang,"Al-Dulaimi, Yasir","3,6","11,85",0
07.10.2023,TSG Backnang - TG Allgäu,Reck,TG Allgäu,"Gottwald, Julian","3,2","11,75",0
07.10.2023,TSG Backnang - TG Allgäu,Reck,TSG Backnang,"Ellinger, Florian","2,5","10,50",0
07.10.2023,TSG Backnang - TG Allgäu,Reck,TG Allgäu,"Krapp, Kilian","4,1","10,55",0
11.11.2023,TSG Backnang - USC München,Boden,TSG Backnang,"Kuhn, Björn","3,5","11,70",3
11.11.2023,TSG Backnang - USC München,Boden,USC München,"Huber, Paul","3,7","10,85",0
11.11.2023,TSG Backnang - USC München,Boden,TSG Backnang,"Cocks, Jonathan","3,8","12,25",4
11.11.2023,TSG Backnang - USC München,Boden,USC München,"Albert, Felix","3,2","10,85",0
11.11.2023,TSG Backnang - USC München,Boden,TSG Backnang,"Sirosh, Nikita","4,3","11,85",4
11.11.2023,TSG Backnang - USC München,Boden,USC München,"Huber, David","3,0","10,80",0
11.11.2023,TSG Backnang - USC München,Boden,TSG Backnang,"Böckheler, Urs","3,7","11,75",0
11.11.2023,TSG Backnang - USC München,Boden,USC München,"Röhr, Alessio","3,5","11,80",0
11.11.2023,TSG Backnang - USC München,Pferd,TSG Backnang,"Kuhn, Björn","2,7","10,15",0
11.11.2023,TSG Backnang - USC München,Pferd,USC München,"Seipl, Paul","2,5","10,10",0
11.11.2023,TSG Backnang - USC München,Pferd,TSG Backnang,"Bölcke, Timo","3,7","10,90",3
11.11.2023,TSG Backnang - USC München,Pferd,USC München,"Sans, Tassilo","2,7","10,15",0
11.11.2023,TSG Backnang - USC München,Pferd,TSG Backnang,"Ellinger, Florian","2,2","4,30",0
11.11.2023,TSG Backnang - USC München,Pferd,USC München,"Trattnig, Stephan","2,5","10,90",10
11.11.2023,TSG Backnang - USC München,Pferd,TSG Backnang,"Cocks, Jonathan","2,6","9,80",0
11.11.2023,TSG Backnang - USC München,Pferd,USC München,"Pfinder, Moritz","3,3","10,90",4
11.11.2023,TSG Backnang - USC München,Ringe,TSG Backnang,"Bölcke, Timo","2,6","10,05",0
11.11.2023,TSG Backnang - USC München,Ringe,USC München,"Huber, David","2,4","10,20",1
11.11.2023,TSG Backnang - USC München,Ringe,TSG Backnang,"Ellinger, Florian","3,2","11,15",3
11.11.2023,TSG Backnang - USC München,Ringe,USC München,"Huber, Paul","2,9","10,45",0
11.11.2023,TSG Backnang - USC München,Ringe,TSG Backnang,"Sirosh, Nikita","2,8","10,25",0
11.11.2023,TSG Backnang - USC München,Ringe,USC München,"Hechtl, Dominik","3,1","11,05",3
11.11.2023,TSG Backnang - USC München,Ringe,TSG Backnang,"Blessing, Max","2,7","8,90",0
11.11.2023,TSG Backnang - USC München,Ringe,USC München,"Röhr, Alessio","2,4","10,30",4
11.11.2023,TSG Backnang - USC München,Sprung,TSG Backnang,"Cocks, Jonathan","3,2","11,60",0
11.11.2023,TSG Backnang - USC München,Sprung,USC München,"Röhr, Alessio","4,0","12,05",2
11.11.2023,TSG Backnang - USC München,Sprung,TSG Backnang,"Fischer, Tom","3,2","11,70",5
11.11.2023,TSG Backnang - USC München,Sprung,USC München,"Huber, Paul","2,8","9,30",0
11.11.2023,TSG Backnang - USC München,Sprung,TSG Backnang,"Kuhn, Björn","3,2","11,55",0
11.11.2023,TSG Backnang - USC München,Sprung,USC München,"Albert, Felix","3,2","11,45",0
11.11.2023,TSG Backnang - USC München,Sprung,TSG Backnang,"Tasol, Tim","4,0","12,60",4
11.11.2023,TSG Backnang - USC München,Sprung,USC München,"Trattnig, Stephan","4,0","11,45",0
11.11.2023,TSG Backnang - USC München,Barren,TSG Backnang,"Tasol, Tim","2,5","11,10",1
11.11.2023,TSG Backnang - USC München,Barren,USC München,"Huber, David","2,5","10,85",0
11.11.2023,TSG Backnang - USC München,Barren,TSG Backnang,"Kuhn, Björn","2,7","11,15",3
11.11.2023,TSG Backnang - USC München,Barren,USC München,"Huber, Paul","2,5","10,15",0
11.11.2023,TSG Backnang - USC München,Barren,TSG Backnang,"Al-Dulaimi, Yasir","4,2","10,55",0
11.11.2023,TSG Backnang - USC München,Barren,USC München,"Albert, Felix","2,4","10,90",2
11.11.2023,TSG Backnang - USC München,Barren,TSG Backnang,"Ellinger, Florian","3,0","10,45",0
11.11.2023,TSG Backnang - USC München,Barren,USC München,"Trattnig, Stephan","2,5","11,50",4
11.11.2023,TSG Backnang - USC München,Reck,TSG Backnang,"Kuhn, Björn","2,6","10,60",3
11.11.2023,TSG Backnang - USC München,Reck,USC München,"Albert, Felix","2,4","10,00",0
11.11.2023,TSG Backnang - USC München,Reck,TSG Backnang,"Bölcke, Timo","2,5","10,60",2
11.11.2023,TSG Backnang - USC München,Reck,USC München,"Trattnig, Stephan","2,4","10,25",0
11.11.2023,TSG Backnang - USC München,Reck,TSG Backnang,"Al-Dulaimi, Yasir","3,2","9,85",0
11.11.2023,TSG Backnang - USC München,Reck,USC München,"Röhr, Alessio","2,5","10,05",1
11.11.2023,TSG Backnang - USC München,Reck,TSG Backnang,"Ellinger, Florian","2,5","10,45",0
11.11.2023,TSG Backnang - USC München,Reck,USC München,"Hechtl, Dominik","2,5","10,50",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,TSV Unterföhring,"Isztl, Daniel","3,5","10,95",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,KTV Hohenlohe,"Schmidt, Micha Joel","3,5","11,30",2
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,TSV Unterföhring,"Bircks, Oliver","3,8","12,05",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,KTV Hohenlohe,"Vetter, Gino","5,1","13,25",4
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,TSV Unterföhring,"Wolf, Sebastian","3,8","10,90",2
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,KTV Hohenlohe,"Albrecht, Jonas","3,8","10,50",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,TSV Unterföhring,"Miggitsch, Martin","4,6","11,35",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Boden,KTV Hohenlohe,"Philippiak, Ron","3,5","11,65",2
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,TSV Unterföhring,"Eiglmeier, Christoph","2,5","9,55",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Bortt, Jan-Moritz","2,5","10,10",3
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,TSV Unterföhring,"Wolf, Sebastian","2,8","9,75",5
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Pfleger, Julian","2,3","6,75",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,TSV Unterföhring,"Bircks, Oliver","2,5","9,30",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Bickel, David","3,7","11,60",5
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,TSV Unterföhring,"Miggitsch, Martin","3,8","11,95",4
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Pferd,KTV Hohenlohe,"Bortt, Silas","2,6","10,45",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,TSV Unterföhring,"Eiglmeier, Christoph","3,3","10,85",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Vetter, Gino","4,3","12,60",4
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,TSV Unterföhring,"Bircks, Oliver","2,9","11,20",2
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Philippiak, Ron","2,6","10,75",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,TSV Unterföhring,"Zander, Daniel","5,1","12,45",5
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Bogdahn, Michael","2,6","10,40",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,TSV Unterföhring,"Wolf, Sebastian","1,8","9,05",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Ringe,KTV Hohenlohe,"Hofmann, Benjamin","2,5","10,60",4
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,TSV Unterföhring,"Bircks, Oliver","4,0","12,20",1
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Schmidt, Micha Joel","3,2","12,00",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,TSV Unterföhring,"Gartner, Florian","3,2","10,65",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Albrecht, Jonas","4,0","11,15",2
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,TSV Unterföhring,"Eiglmeier, Christoph","4,0","12,95",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Vetter, Gino","4,8","13,85",3
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,TSV Unterföhring,"Miggitsch, Martin","4,8","13,35",3
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Sprung,KTV Hohenlohe,"Philippiak, Ron","4,0","12,55",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,TSV Unterföhring,"Isztl, Daniel","3,2","11,15",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,KTV Hohenlohe,"Schmidt, Philipp","2,4","11,20",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,TSV Unterföhring,"Bircks, Oliver","2,6","11,10",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,KTV Hohenlohe,"Vetter, Gino","4,4","11,35",1
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,TSV Unterföhring,"Kurzmann, Jakob","2,4","8,15",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,KTV Hohenlohe,"Philippiak, Ron","2,9","11,05",5
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,TSV Unterföhring,"Zander, Daniel","3,8","11,85",2
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Barren,KTV Hohenlohe,"Bortt, Silas","2,5","11,40",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,TSV Unterföhring,"Marin Ogalla, Pablo","3,6","11,90",4
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,KTV Hohenlohe,"Schmidt, Philipp","2,4","10,65",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,TSV Unterföhring,"Wolf, Sebastian","2,9","9,85",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,KTV Hohenlohe,"Vetter, Gino","3,2","10,40",3
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,TSV Unterföhring,"Bircks, Oliver","3,1","9,95",3
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,KTV Hohenlohe,"Philippiak, Ron","3,0","9,35",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,TSV Unterföhring,"Isztl, Daniel","2,9","10,85",0
11.11.2023,TSV Unterföhring - KTV Hohenlohe,Reck,KTV Hohenlohe,"Bortt, Silas","2,5","10,85",0
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TSV Unterföhring,"Isztl, Daniel","3,5","11,65",1
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TG Allgäu,"Eberle, Stephan","3,9","11,40",0
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TSV Unterföhring,"Wolf, Sebastian","3,8","11,30",3
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TG Allgäu,"Urbin, Michael","3,9","10,50",0
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TSV Unterföhring,"Miggitsch, Martin","4,7","13,00",5
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TG Allgäu,"Krapp, Kilian","4,5","10,40",0
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TSV Unterföhring,"Bircks, Oliver","3,8","11,50",0
21.10.2023,TSV Unterföhring - TG Allgäu,Boden,TG Allgäu,"Kirmes, Oskar","5,1","13,50",4
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TSV Unterföhring,"Eiglmeier, Christoph","2,5","10,15",2
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TG Allgäu,"Eberle, Maximilian","2,6","9,65",0
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TSV Unterföhring,"Schweiger, Samuel","2,4","6,30",5
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TG Allgäu,"Gottwald, Julian","2,0","3,50",0
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TSV Unterföhring,"Bircks, Oliver","2,5","10,95",0
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TG Allgäu,"Eberle, Stephan","3,2","11,35",2
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TSV Unterföhring,"Miggitsch, Martin","3,9","12,05",4
21.10.2023,TSV Unterföhring - TG Allgäu,Pferd,TG Allgäu,"Kovacs, Marton","5,3","10,70",0
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TSV Unterföhring,"Bircks, Oliver","2,9","11,55",0
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TG Allgäu,"Kirmes, Oskar","4,6","13,65",5
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TSV Unterföhring,"Bircks, Florian","2,4","10,85",0
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TG Allgäu,"Eberle, Maximilian","3,3","10,85",0
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TSV Unterföhring,"Eiglmeier, Christoph","3,3","11,30",2
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TG Allgäu,"Viehmann, Bastian","3,5","10,85",0
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TSV Unterföhring,"Zander, Daniel","5,3","14,00",5
21.10.2023,TSV Unterföhring - TG Allgäu,Ringe,TG Allgäu,"Schreiber, Florian","3,3","8,50",0
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TSV Unterföhring,"Miggitsch, Martin","4,8","13,65",0
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TG Allgäu,"Krapp, Kilian","4,4","13,60",0
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TSV Unterföhring,"Bircks, Florian","4,8","13,40",0
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TG Allgäu,"Kirmes, Oskar","4,0","13,50",0
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TSV Unterföhring,"Bircks, Oliver","4,0","12,70",3
